index,content,rating,age,gender,nickname,skin_type,brand_name,product_name,product_id,brand_id,editor/rank,editor/review_count,user_id
22,"너무 끈적거리고 답답했어요 좀 쓰다가 버렸습니다 
다행이 여드름은 안났지만요,,, 별로였습니다,,",2,20,2,옹녤환,복합성,이니스프리,그린티 밸런싱 로션,7299,186,35910,31,783306
23,"이거랑 스킨이랑 겨울나다가 중성피부에서 지성됐어요 그만큼 수분충전이 안됐다는 소리죠..
바를땐 좋았는데 기능은 안좋은거같아요",2,20,2,quf219,복합성,이니스프리,그린티 밸런싱 로션,7299,186,31229,22,997424
24,"ㅇ..왜 이거 단종이죠..? 여름때도 각질생기는 건성이라 작년 여름에 이 라인 스킨 로션 같이 정말 잘썼는데ㅜㅜㅠ 순하고 향도 괜찮고 약간 묽어서 여름에 건성인 저한테 딱 괜찮았는데,. 묽기때문에 좀 흐르는 감은 있긴 했지만 어쨌든 아쉽네요 이니스프리에서 더 좋은 상품 나오길 기대할게요",5,17,2,sonasona,건성,이니스프리,그린티 밸런싱 로션,7299,186,28255,23,961875
25,단종이군요ㅠ처음으로 사서 썼던 로션인데 건성이라 겨울에는 쫌 가벼운 느낌이였구요 봄.여름.가을에는 너무 좋았어요!!향을 중요시해서 그린티향이라 좋았고 잘 썼던 것 같아요 다만 단종이 되서ㅠ,4,16,2,예나10,건성,이니스프리,그린티 밸런싱 로션,7299,186,44532,21,1018996
26,제 피부가 중성인데 얼굴 씻고 나서 바로 바르면 업청 촉촉하고 매끈해져서 스킨로션으로 딱 좋아요☺️,5,17,2,홍슬기,복합성,이니스프리,그린티 밸런싱 로션,7299,186,45417,16,1018921
27,가성비갑 너무 기름지지도 않고 수분감 적당,5,22,2,sswu16,복합성,이니스프리,그린티 밸런싱 로션,7299,186,20691,53,1018659
28,4통째 쓰는중 짱좋아요,5,16,2,rudals9627,건성,이니스프리,그린티 밸런싱 로션,7299,186,51524,10,1015476
29,이제품을 자주 사용하는데 제가좀 건조한편인데 건성용은 나중에 끈적거리는 느낌이 있어서 이걸루 바꾼거거든요.묽고 착 바르면 촉촉해지는 느낌이 들어요. 처음엔 흡수가 안되서 번들거리고 겉돌지만 좀 지나면 번들거림이 사라지고 흡수된느낌을 받을 수 있어요. 근데 단종이라니 아쉽네요ㅜㅜ,4,22,2,테디코,복합성,이니스프리,그린티 밸런싱 로션,7299,186,50298,13,997782
30,진짜 그냥 무난해요 있으면 쓰는데 굳이 또 살꺼같진 않은..,2,25,2,뿌묷,복합성,이니스프리,그린티 밸런싱 로션,7299,186,3526,174,987886
31,바르자마자 촉촉+유분감 있음 제품이 흡수된디는 느낌보다는 겉에서 번질번질거리면서 유분감 도는데 이게 한 1분지나면 싹 말라서 유분감 사라짐 그러면서 얼굴이 좀 땡기는데 그래서 한번 더 발라줘야함 유분감 없다는 분 있는데 이거 유분감 있는거에요^^,3,19,2,아~!,복합성,이니스프리,그린티 밸런싱 로션,7299,186,54429,12,953975
32,어떤 제품을 쓰고 피부가 뒤집어졌을때 다시 되돌려준 제품이에요 산뜻하고 무난해서 좋아요,4,20,2,하쏘닝,복합성,이니스프리,그린티 밸런싱 로션,7299,186,11825,78,964155
33,아니 왜갑자기 단종이죠????! 지금있는거 다쓰면 재구매하려고했는데ㅠㅜㅜ 제 각질을 없애준 아이,5,16,2,ㅈㄷㅂ,지성,이니스프리,그린티 밸런싱 로션,7299,186,25876,34,978220
34,"봄가을에 쓰기 좋아요 여름엔 무겁고, 겨울에는 보습력이 떨어지는... 쓰기무난한 로션이었는데, 단종되었다니 아쉽네요",3,22,2,bella0225,민감성,이니스프리,그린티 밸런싱 로션,7299,186,25876,39,977677
35,무난하고 향이좋아요.,4,27,2,혜혜닌,복합성,이니스프리,그린티 밸런싱 로션,7299,186,38924,23,979351
36,"겨울엔 부족할 거 같고 여름에 쓰기 딱 좋은 제품인 거 같다 
촉촉하고 흡수 빠르게 된다 산뜻함
단종이라서 아쉽다",4,20,2,호페,복합성,이니스프리,그린티 밸런싱 로션,7299,186,64884,7,167694
37,산뜻하게 바르기 좋은 제품이였는데ㅜㅜ 단종이라니ㅠㅠ 하지만 제 피부엔 여름에도 살짝 속이 건조하던 제품이였습니당,3,17,2,뿌랑뿌랑,복합성,이니스프리,그린티 밸런싱 로션,7299,186,41491,22,974514
38,"작년에 타사의 수분크림을 기초로 잘 썼는데, 
파데를 올리면 수분크림과 떡져서 벗겨지는 기분이 들더라구요.
그래서 기초를 크림이 아닌 로션으로 바꿔야겠다고 생각한 차에,
그린티라인 로션이 눈에 들어와 구매했습니다.
(이니스프리에 다른 제품 사러 갔다가)

지성피부에 딱인게, 
피부에 금방 흡수되고, 피부에 착 붙어서 화장전에 사용하기에 좋더라구요.
무엇보다 피부에 자극이 없어서,
기초 잘못쓰면 금방 트러블 나는데 무사히 잘 쓰고 있답니다.
펌프형이나 튜브형이 아니라 양조절이 불편하다는 단점이 있습니다.
그래서 굿굿으로 점수를 조금 내렸어요.

지금 반병 넘에 사용중인데 잘 맞고 좋아서 재구매할 생각이었는데..
단종됐네요ㄷㄷ",4,32,2,양면포커,복합성,이니스프리,그린티 밸런싱 로션,7299,186,2933,142,410037
39,"왜단종이지?
좋고 잘쓰며들고산뜻한느낌에 단점도없는제품인데 ㅜㅜ아쉽다ㅜㅜ",5,20,2,수비니.,복합성,이니스프리,그린티 밸런싱 로션,7299,186,6995,116,971012
40,여름에 쓰기에 딱 좋아여,4,25,2,ddchicken,민감성,이니스프리,그린티 밸런싱 로션,7299,186,27093,43,968385
41,"👉이제품 지금 쓰고 있는데 단종이라서 너무 아쉽네요..
완전 좋았는데 ㅠㅠㅠ 아쉬워요!",3,17,2,비모__,복합성,이니스프리,그린티 밸런싱 로션,7299,186,41491,24,882782
42,"이거 단종됐네요. 몇 병 썼는데, 보습력 어느 정도 있고 트러블 안나서 잘 썼었음.",4,26,2,hum,복합성,이니스프리,그린티 밸런싱 로션,7299,186,9318,85,821505
43,단종이네요ㅠㅠ 무난하게 잘 사용했었습니다!,3,20,2,커핍,민감성,이니스프리,그린티 밸런싱 로션,7299,186,27658,42,900054
44,"냄새도 좋고 촉촉함이 적당해서 좋았어요!
제 취향이라 재구입까지 했었던 제품이에요!!",4,19,2,곽쥬,중성,이니스프리,그린티 밸런싱 로션,7299,186,16125,23,958842
45,냄새가 별로고 여드름 폭탄나서 파데때문인줄 알고 파데 버리고 그랬는데 얘가 범인 아직도 흉터가 남았다,2,15,2,b670408,민감성,이니스프리,그린티 밸런싱 로션,7299,186,12698,59,773245
46,항상 아침에 바르고 다니는데 진짜 촉촉하고 여름에 바르면 진짜 시원해요,5,13,2,쀼브,지성,이니스프리,그린티 밸런싱 로션,7299,186,52893,11,955323
47,"같은 아모레퍼시픽 거여서 에뛰드 순정, 싸이닉과 유사하네요. 그래도 촉촉하고 좋아요! 한번씩 피부가 뒤집어지던 날은 좀 따가워요",4,13,2,초딩Yutyubeo,복합성,이니스프리,그린티 밸런싱 로션,7299,186,10349,83,710907
48,처음에는 냄새가 익숙치 않아서 뭐지?했었는데 사용하다 보니까 냄새도 익숙해지고 촉촉해서 너무 좋더라구요. 흡수되는데 약간시간이 걸리는 느낌?은 있었어요. 바르고 흡수를 좀 시켜줘야하긴 하지만 촉촉하고 너무 좋아요.,4,20,2,Jessie99,지성,이니스프리,그린티 밸런싱 로션,7299,186,25876,39,765786
49,"여름에 사용하기좋은거같아요!
바르면시원하고촉촉하고좋은거같아요!
2-3통씩여름되면사용하는데 좋아요!
여름되면또재구매의사있어요:)",4,26,2,슈진s,건성,이니스프리,그린티 밸런싱 로션,7299,186,25876,41,937051
50,촉촉하고 트러블 안나고요 순해서 좋아요,4,16,2,뷔앞,복합성,이니스프리,그린티 밸런싱 로션,7299,186,46422,15,701106
51,가격대비 참 좋은데 건조해용 ㅜ 수분크림 필수,3,25,2,승장군님,건성,이니스프리,그린티 밸런싱 로션,7299,186,12873,64,903721
52,물같은 제형이 좋은 로션! 좋기만한데...,4,20,2,dif,복합성,이니스프리,그린티 밸런싱 로션,7299,186,75957,4,859676
53,별로였어요.. 촉촉한 느낌이 별로 안들고 물가같은 제형... ㅠㅠ,2,29,2,싸이다,복합성,이니스프리,그린티 밸런싱 로션,7299,186,25286,42,892472
54,"기초제품 처음 접할때 쓴 제품이었어요
지성이라고 했더니 추천해준 제품이었는데
아.. 나한테 개기름이 많아서 그런가 그냥 쓰기엔 무난했는데 기름 폭발에 여드름은 잠재워 지지않았던..
그렇다고 단점이 있는 것도 아니고 그냥 무난하게쓴...
제품",4,17,2,cocoms,지성,이니스프리,그린티 밸런싱 로션,7299,186,21153,50,853708
55,스킨도 괜찮고 로션도 괜찮아요,3,22,2,굿모닝피그,건성,이니스프리,그린티 밸런싱 로션,7299,186,71416,5,901618
56,밸런싱 라인이 유난히 안맞아요ㅠ 그린티쓰다가 여름에 유분올라올때 바꿨었는데 알콜성분이 들어있는지 각질일더니 좁쌀일어났어요,3,27,2,지아니연느,건성,이니스프리,그린티 밸런싱 로션,7299,186,23636,41,906963
57,"스킨이랑 같이사용하는데 냄새도 좋고 수분감도 있고
이니스프리 짱",4,17,2,쵠서,복합성,이니스프리,그린티 밸런싱 로션,7299,186,17455,59,57301
58,"스킨과 로션 같이 사용했어요
순한거 같고 냄새도 나쁘지않았고 촉촉하고 피부트러블도 안나고 되게 괜찮았어용",4,21,2,즤취,복합성,이니스프리,그린티 밸런싱 로션,7299,186,16776,41,912044
59,"그린티 스킨로션제품은 여러통째 사용중인데
민감성피부인데도
트러블도 안나고 흡수도 잘되고 
향도 진하지 않아 좋아요",5,29,2,재킹스,민감성,이니스프리,그린티 밸런싱 로션,7299,186,225,326,713520
60,촉촉하고 트러블없고...bb,4,22,2,초코우유는초코에몽,민감성,이니스프리,그린티 밸런싱 로션,7299,186,49197,16,869358
61,스킨같이 촉촉한 마무리감이고 무난하게 잘쓰고 있어요,4,15,2,뎡욘,건성,이니스프리,그린티 밸런싱 로션,7299,186,18967,59,842415
62,"스킨과 마찬가지로 로션도 괜찮아요
무난의 연속이긴 마찬가지 ㅎㅎ

그냥 이니스프리 그린티 라인은 무난한거 같아요
전체적으로 그냥 무난무난무난 ㅋㅋ",3,25,1,최선의삶,지성,이니스프리,그린티 밸런싱 로션,7299,186,21636,45,855374
63,보습은 모르겠고 무난하게 막 쓰기 좋은타입.,3,28,2,jeong14,복합성,이니스프리,그린티 밸런싱 로션,7299,186,14730,56,902031
64,"로션이 필요해서 샀었는데 굉장히 묽었던 타입이고 산뜻했어요 아침에 세수하고 이제품 그냥 챱챱 발라주기 좋았던 제품!
딱히 큰 효과는 없었고 얼굴이 산뜻해졌다 라는것만 괜찮았어요!그냥 챱챱 바르실 로션 필요하다면 추촌드릴게요~",4,18,2,율최,복합성,이니스프리,그린티 밸런싱 로션,7299,186,14479,65,909703
65,촉촉함도 중간 보습력도 중간 전체적으로 딱히 뛰어난 효과는 없는것같음 그냥 무난한 제품? 근데 이상하게 계속 사게됨ㅋㅋㅋㅋㅋ굿굿,5,20,2,인생템을찾아서@,복합성,이니스프리,그린티 밸런싱 로션,7299,186,4139,143,871012
66,스킨이랑 같이 삿는데 딱히.. 무난무난한듯 진정은 기분탓??ㅎㅎ 여드름 피부면 추천! 딴 것보단 낫겠죠?,3,18,2,영원히함께니까,민감성,이니스프리,그린티 밸런싱 로션,7299,186,18191,49,888515
67,정말 쏘쏘 향도 향긋하니 좋구만,3,24,2,까미까미,지성,이니스프리,그린티 밸런싱 로션,7299,186,9197,84,348605
68,순하고 촉촉함 그린티잘맞는 분들은 레어템,5,21,2,w_l_g_h,지성,이니스프리,그린티 밸런싱 로션,7299,186,231,181,836043
69,순하고 촉촉하고 향도 산뜻하니 좋으다,4,17,2,혈관팔팔,복합성,이니스프리,그린티 밸런싱 로션,7299,186,71416,5,908559
70,스킨보다 용량이 적게 나와서 다른 브랜드꺼 쓰면 항상 로션이 남았는데 로션이 스킨보다 적게 나와서 좋았어요!! 제 인생템!,4,15,2,일급아미,복합성,이니스프리,그린티 밸런싱 로션,7299,186,25876,41,908400
71,저는 이거 쓰고 피부 완전 뒤집어져서 한번도 피부과 가본적 없는데 주위에서 피부과 가보라고 엄청 그랬어요ㅠㅠ 제 피부 진짜 예민한것도 아니고 막 발라도 괜찮은데 유일하게 트러블 났던 아이에요...흑,2,22,2,민주으으으,건성,이니스프리,그린티 밸런싱 로션,7299,186,27658,40,865000
72,여드름 전용 스킨 로션을 써도 안 없어지던 여드름이 하나 둘씩 없어지는 기적을 보았습니다 와 그 뒤로 이것만 쓰는데 아무리 지성피부라도 겨울엔 유수분 부족이 심해서 건조한 느낌이 들었지만 세럼을 추가해서 보습을 따로해주니 짱이에요  성분 따져가며 화장하니깐 이제 여드름도 잘 안올라오고 이것만 세트로 3통째,5,17,2,현지ㅃ,복합성,이니스프리,그린티 밸런싱 로션,7299,186,8209,103,898141
73,이 그린티 라인을 그냥 기초로 박았음 저는 다른거 안씀 ㅠㅜ,5,17,2,송모지리_,복합성,이니스프리,그린티 밸런싱 로션,7299,186,26492,40,884988
74,냄새가 너무 좋아요 ㅠㅠ♡ 묽은 편에 속하고 바르고나면 산뜻한 제품이라서 피부 예민한 분들이 쓰셔도 괜찮은것같아요! 양이 적지도 않아서 좋아여~,5,20,2,닉넴은지,복합성,이니스프리,그린티 밸런싱 로션,7299,186,5594,139,883509
75,피부가 민감성이라서 로션을 바르면 따갑고 뜨거운느낌때문에 아기들 로션만 발랐었는데 이거 써보니까 발라도 따가운느낌안들고 트러블도 안나고 순한로션인것같아요! 너무 좋아용~~🤩,5,15,2,떠욘,복합성,이니스프리,그린티 밸런싱 로션,7299,186,36625,26,888561
76,묽고 산뜻해요!! 크림 안 발라주면 왕건조합니다ㅠㅠㅠㅠㅠ 악지성 남성분들? 이 사용하시면 좋을듯,3,31,2,우판다,복합성,이니스프리,그린티 밸런싱 로션,7299,186,756,414,765089
77,흐어억 너무 건조해요😣,2,19,2,밥순희,민감성,이니스프리,그린티 밸런싱 로션,7299,186,29463,27,865354
78,트러블도 안나고 향도좋아서 다 비운제품,4,15,2,옹옹성우,복합성,이니스프리,그린티 밸런싱 로션,7299,186,27093,35,805424
79,여름에 좋아요..흡수잘되고 순해서 트러블도 안올라오지만 겨울에 쓰기에 좀 건조하네요.,4,21,2,김돌김,건성,이니스프리,그린티 밸런싱 로션,7299,186,7361,93,715630
80,쓰면 촉촉하다가 좀 지나면 보송해져서 좋구 트러블은 난적이 없던것 같아요! 암튼 존좋,4,17,2,푸비,지성,이니스프리,그린티 밸런싱 로션,7299,186,33792,32,905378
81,반응이 별로네요 전좋았는데 .. 지성분들 건성분들 상관없이 쓰셔도 될 것 같아요  ! 촉촉하고 마무리감이 산뜻하니 좋네용,5,20,2,cuteles04,복합성,이니스프리,그린티 밸런싱 로션,7299,186,13986,65,702721
82,"약간 유분감 있구
건성인 분들 추천합니당",4,25,2,퐉쌤,건성,이니스프리,그린티 밸런싱 로션,7299,186,39687,22,903193
83,이거 촉촉하고 피부에 잘만아고 좋아요,4,15,2,룰라zdf,중성,이니스프리,그린티 밸런싱 로션,7299,186,37399,21,902633
84,"건성피부 정말  추천하고 가볍게바르기 정말
좋은제품인것같아요",4,21,2,oho0303,복합성,이니스프리,그린티 밸런싱 로션,7299,186,42506,21,903329
85,향은 너무 좋은데 너무 답답해요ㅜㅜ,3,16,2,탱석찌,건성,이니스프리,그린티 밸런싱 로션,7299,186,22598,47,880249
86,건성에겐 짱인제품!,4,16,2,ynystella,건성,이니스프리,그린티 밸런싱 로션,7299,186,25286,40,901541
87,유명한 로션이라 유투브에서 추천받구 구매해 봤는데 건성피부인 저에게 딱 맞는 제품인거 같아요 ㅎㅎ,4,21,2,나냐아,건성,이니스프리,그린티 밸런싱 로션,7299,186,31827,33,901526
88,이거 되게 밤 형태의 보습크림 바르는 것처럼 되게 세미매트하게 발리는데 막상 흡수는 또 잘 되고 피부 만지면 되게 보들보들하고 보송보송한데 와중에 또 촉촉한...? 아무튼 엄청 신기하고 효과도 짱짱인 제품이었어용,5,19,2,빌리빈,건성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,44532,17,1124890
89,"이 라인의 스킨 에멀전 크림을 다 사용했고
특히 이 에멀전이 촉촉한 느낌을 많이 받았어요
수분으로 꽉 채워지는 것 같아서 잘 썻던 제품!",4,22,2,미겨미,건성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,5594,115,489945
90,"정말정말 가볍구 일단 끈적거리지도 않아요
미스트랑 같이 사용하는데 개인적으로  끈적거리면 다시 세수해버리거든요...근데 이거 시작하고나서부터는 그런일이 없습니당",5,15,2,109212530,지성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,75957,4,1089014
91,"가을 정도 되는 날씨에 사용하기 좋은 것 같음. 겨울에는 더 보습력이 뛰어난 제품 전에 사용하면 좋고. 보습 지속력도 평균 이상인 것 같고, 트러블 유발도 없었고 전반적으로 평균 이상의 괜찮은 제품",3,29,1,산토리니13,민감성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,12873,66,487385
92,이거 진짜 잘쓰고있었는데 단종됐네요ㅜㅜㅜㅜ... 촉촉하고 유분기는 별로없어서 4계절 내내 잘썼어요!,4,21,2,뚱띠띠,건성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,7521,91,212487
93,으잉 단종인가요? 묽고 순하고 부드러워서 완전 잘쓰고 있었는데 왜때문에ㅠㅠ 아쉽네요.. 향도 은은해 맘에 들고 촉촉해서 좋아요!,4,31,2,뽀묵,건성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,8843,95,627875
94,두 통째 쓰는 중인 세라마이드가 잘 맞아서 햄벅한 새럼이었는데 웨때무네 단종...? 드디어 로션 정착템을 찾아서 기뻐하고 있었는데....? 더럽게 예민해서 사람들이 좋다고 하는 것도 막 못쓰는 인간인 나에게 이 무슨 청천벽력....? 다시 유목민 생활을 시작해야 하는건가,4,19,2,태루,건성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,12144,48,643012
95,굳세라 토너와 함께 쓰면 정말 좋은 제품~ 단종되서 아쉽ㅜㅜ 그리 무겁지도 가볍지도 않아 여름에 쓰기에도 좋음~ 그리 끈적거리지 않으면서 흡수도 잘 되어 괜찮음,4,32,2,Lanaa,건성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,1841,264,499245
96,딱히 좋은 점도 나쁜 점도 없는 무매력이 매력인 제품! 개인적으로 기초는 아무 일도 안 일어나면 상타는 쳤다고 생각한다 건성에게는 살짝 건조한 감이 있는데 세럼도 같이 사용하면 건조함도 해결할 수 있다! 더 좋은 로션을 찾아 떠나보고 없으면 정착할 예정...,4,17,2,딸기쥬아오,건성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,14239,56,640089
97,무겁지도 않으면서도 잘썻던제품이에요 속당김같은건한번도느낀적없구요 전로션이랑같이썻ㄴ데 화장잘먹어서좋앗던거같아오,4,20,2,히딘밍,지성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,46422,19,929619
98,"향이 허브향인데 좋음
안끈적거리고 가벼운느낌이고 계속 쓸만하다",5,20,2,가나다라마바ㅅ,복합성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,75957,4,929575
99,기초는 무매력이 매력이라 했다. 그렇게 끈적이지도 않지만 보습이 좋다고 느끼지 못했다. 향이 나만 그런가 한약..?인삼? ㅠㅠ이 생각난다. 내 것이 이상해서 그런걸까 그래서 쏘쏘 드립니다,3,24,2,하임씨,복합성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,10199,82,633652
100,"이게 뭔가 발릴때 순하게 발리는 느낌 ? 뭔가 
그런 느낌이 들어서 토너버가는 에멀젼을 엄청 썻음 ㅎㅎㅎ",4,16,2,지녕luv11,지성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,42506,21,734994
101,"두달정도 쓰고 남기는 리뷰,
나름 피부가 편안하고 아예아무것도 안나는건 아니지만 이 추위에 견디게 해준다는 느낌을 받음",4,24,2,삐야악,복합성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,2998,173,506989
102,"처음에 짱 좋다고 느꼈는데 이 제품 역시 변화가 서서히 찾아온다.
2~3개월 정도 쓰니  피부에 뭐가 자꾸 나기 시작함.
예전에 안 맞았던 제품과 성분 비교해보니 세라마이드3;세라마이드엔피 성분이 나랑 안맞는 듯함.
대부분 약국 화장품 비슷헌 이미지로 마케팅하는 제품들이 모두 이 성분이 많이 들어가있었음....
참고하시길...",1,19,2,채소미,민감성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,11825,62,849732
103,향이 좋고 순했음,4,15,2,써꽃,건성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,12144,74,891460
104,단종되서 너무 아쉽지만 쓰는 내내 좋았음,3,16,2,이수여여연,지성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,17111,42,790199
105,"건성이 쓰기엔 좀 부족한 느낌.
이것만 바르고 마무리하면 피부가 금방 푸석해짐",3,27,2,시간재벌,건성,홀리카홀리카,스킨 앤 굳세라 울트라 에멀젼,10330,248,12144,66,718557
